charge_weight_kg,explosive_type,charge_shape,tnt_equivalent_weight_kg,standoff_distance_m,scaled_distance_Z,structure_type,quality_factor,peak_overpressure_kpa,impulse_kpa_ms,damage_category
0.625,ANFO,cylindrical,0.667,41.882,47.9461,rc_wall,1.134,7.87,0.513,none
11.453,C4,hemispherical,31.38,10.644,3.3746,steel_frame,0.912,140.05,14.158,none
4.008,ANFO,spherical,3.287,30.081,20.2316,steel_frame,0.925,9.136,1.366,none
1676.233,ANFO,spherical,1374.511,193.8,17.4303,steel_frame,0.876,11.406,10.813,none
99.73,RDX,cylindrical,207.438,105.326,17.7926,masonry_wall,1.073,10.437,6.097,none
27.027,RDX,spherical,43.243,1.262,0.3594,rc_wall,1.097,7163.838,145.513,collapse
32.427,ANFO,cylindrical,34.567,2.09,0.6415,masonry_wall,1.172,2818.506,71.495,collapse
1.896,ANFO,spherical,1.555,1.428,1.2329,rc_wall,0.956,832.272,15.563,none
394.017,ANFO,cylindrical,420.022,10.006,1.3361,glazing_window,0.984,790.321,84.32,collapse
767.408,RDX,spherical,1227.853,44.486,4.1544,rc_wall,1.181,73.631,41.436,none
107.044,ANFO,cylindrical,114.109,2.214,0.4564,glazing_window,1.025,6374.457,147.935,collapse
8.451,ANFO,spherical,6.93,3.572,1.8738,steel_frame,1.027,417.818,15.318,none
20.664,TNT,spherical,20.664,15.876,5.7853,rc_wall,1.098,54.829,6.841,none
136.534,ANFO,cylindrical,145.545,22.994,4.3714,steel_frame,0.903,83.372,18.316,none
183.782,TNT,spherical,183.782,2.323,0.4085,glazing_window,1.006,6948.9,180.685,collapse
630.919,RDX,spherical,1009.47,22.887,2.2815,masonry_wall,1.064,297.005,59.05,severe
55.254,RDX,hemispherical,176.814,5.049,0.8996,glazing_window,0.991,1611.586,89.105,collapse
41.928,C4,hemispherical,114.884,1.79,0.3681,steel_frame,0.951,7790.121,173.507,collapse
0.684,C4,hemispherical,1.874,23.126,18.7571,steel_frame,0.763,10.374,1.134,none
1.049,TNT,hemispherical,2.097,1.784,1.3934,steel_frame,1.086,729.524,12.783,none
0.827,ANFO,spherical,0.678,151.561,172.4839,rc_wall,1.138,7.832,0.49,none
1596.628,ANFO,hemispherical,2618.469,16.489,1.1963,glazing_window,0.854,948.191,157.588,collapse
0.729,ANFO,spherical,0.598,79.693,94.6131,masonry_wall,0.925,7.312,0.461,none
64.776,TNT,hemispherical,129.552,3.625,0.7165,masonry_wall,1.07,1912.549,99.196,collapse
9.002,TNT,hemispherical,18.003,2.144,0.8179,glazing_window,1.021,2053.083,39.851,collapse
467.614,ANFO,spherical,383.443,169.323,23.3068,rc_wall,1.183,11.83,6.049,none
1.015,RDX,hemispherical,3.247,4.936,3.3332,masonry_wall,1.273,138.312,7.143,none
66.38,C4,cylindrical,118.223,3.055,0.6224,masonry_wall,0.862,3289.745,93.011,collapse
1222.468,TNT,cylindrical,1589.208,4.057,0.3476,steel_frame,1.224,8871.154,435.626,collapse
1874.03,TNT,hemispherical,3748.06,45.576,2.934,masonry_wall,1.005,174.791,76.756,collapse
17.173,TNT,spherical,17.173,2.746,1.0644,masonry_wall,0.889,1120.56,33.966,moderate
423.728,TNT,spherical,423.728,3.095,0.4121,glazing_window,1.024,6191.428,271.26,collapse
53.197,ANFO,hemispherical,87.242,3.698,0.8337,rc_wall,1.043,2072.16,75.051,moderate
23.87,RDX,spherical,38.191,64.577,19.1759,glazing_window,0.963,10.4,3.749,none
30.246,C4,hemispherical,82.873,1.742,0.3995,glazing_window,1.129,7547.582,151.021,collapse
66.043,ANFO,hemispherical,108.311,3.421,0.7176,rc_wall,0.994,2618.518,101.454,severe
12.294,ANFO,spherical,10.081,32.922,15.2401,glazing_window,1.143,14.186,3.057,none
138.819,TNT,hemispherical,277.638,50.348,7.7177,masonry_wall,0.864,33.893,16.19,none
22.779,RDX,spherical,36.447,123.149,37.1431,rc_wall,0.889,7.529,1.834,none
736.077,RDX,spherical,1177.723,2.477,0.2345,rc_wall,1.056,14890.773,634.427,collapse
2.195,TNT,cylindrical,2.853,50.815,35.8264,glazing_window,0.949,6.838,0.89,none
1167.346,ANFO,spherical,957.224,18.876,1.9153,rc_wall,1.021,342.989,79.965,moderate
429.958,ANFO,cylindrical,458.335,2.237,0.2901,glazing_window,1.013,9961.45,379.385,collapse
44.905,RDX,hemispherical,143.695,6.994,1.3354,masonry_wall,1.145,721.902,53.068,severe
117.033,C4,hemispherical,320.671,1.607,0.2348,glazing_window,0.993,12744.763,435.384,collapse
1.006,TNT,hemispherical,2.012,99.643,78.9267,steel_frame,1.018,8.525,0.715,none
1.237,TNT,hemispherical,2.474,187.928,138.9577,masonry_wall,1.13,8.056,0.796,none
174.508,TNT,spherical,174.508,62.385,11.1638,rc_wall,1.173,18.685,9.206,none
4.302,RDX,hemispherical,13.768,1.022,0.4263,steel_frame,0.88,6194.271,68.415,severe
1.2,TNT,hemispherical,2.399,4.265,3.1858,steel_frame,0.935,151.716,6.62,none
74.88,RDX,hemispherical,239.617,2.349,0.3781,steel_frame,1.026,6570.959,227.935,collapse
134.555,C4,cylindrical,239.643,14.879,2.3955,rc_wall,1.095,275.248,40.185,none
465.417,RDX,hemispherical,1489.335,4.205,0.3682,glazing_window,0.975,7199.424,438.23,collapse
963.234,RDX,cylindrical,2003.527,24.111,1.9126,glazing_window,0.999,372.238,89.383,collapse
39.562,C4,hemispherical,108.399,27.694,5.8082,steel_frame,0.985,52.23,14.378,none
1.552,ANFO,cylindrical,1.655,1.262,1.0669,steel_frame,0.847,1199.259,15.451,none
1.988,ANFO,hemispherical,3.26,1.053,0.7102,glazing_window,0.938,2530.611,26.74,collapse
1847.702,C4,spherical,2531.352,82.631,6.063,masonry_wall,1.064,48.931,35.734,minor
597.89,RDX,hemispherical,1913.247,35.893,2.8913,masonry_wall,1.068,161.125,69.256,severe
0.922,TNT,spherical,0.922,27.513,28.2727,rc_wall,1.243,7.729,0.738,none
1115.3,C4,cylindrical,1986.349,12.486,0.9933,rc_wall,1.086,1281.037,220.846,collapse
311.754,RDX,spherical,498.807,4.506,0.5682,glazing_window,1.076,3825.096,200.954,collapse
25.897,C4,cylindrical,46.122,1.49,0.4156,steel_frame,1.236,6431.203,119.085,severe
1.476,RDX,hemispherical,4.722,4.172,2.4869,rc_wall,0.738,268.38,11.118,none
1.227,TNT,cylindrical,1.595,6.564,5.6177,masonry_wall,1.059,47.822,3.403,none
0.535,C4,cylindrical,0.952,1.033,1.0501,steel_frame,1.054,1327.033,13.728,none
1.691,TNT,cylindrical,2.198,93.643,72.0172,rc_wall,1.029,8.81,0.749,none
14.497,TNT,cylindrical,18.846,2.802,1.0529,steel_frame,0.896,1190.375,38.614,moderate
1.578,C4,hemispherical,4.324,17.135,10.5177,steel_frame,0.845,17.324,3.021,none
34.258,C4,cylindrical,61.014,5.503,1.3978,glazing_window,1.123,707.181,41.96,collapse
343.86,C4,cylindrical,612.415,2.273,0.2677,steel_frame,0.992,11417.426,436.945,collapse
19.62,TNT,cylindrical,25.506,2.821,0.9583,rc_wall,0.992,1731.665,45.221,minor
6.553,C4,hemispherical,17.956,80.171,30.6159,glazing_window,0.86,7.009,1.868,none
164.543,RDX,hemispherical,526.538,88.104,10.9106,steel_frame,1.063,18.187,13.531,none
7.179,C4,cylindrical,12.785,17.529,7.4962,glazing_window,1.067,40.135,4.467,minor
4.71,TNT,spherical,4.71,3.013,1.7975,glazing_window,1.071,434.455,14.378,severe
455.558,TNT,spherical,455.558,2.07,0.269,masonry_wall,1.046,12443.732,418.482,collapse
1127.993,RDX,hemispherical,3609.579,5.166,0.3368,rc_wall,1.245,8167.225,629.921,collapse
249.464,ANFO,cylindrical,265.928,65.745,10.2237,rc_wall,0.959,23.151,10.347,none
15.231,RDX,hemispherical,48.738,2.91,0.7967,masonry_wall,0.804,2052.13,62.795,collapse
1.479,RDX,spherical,2.367,12.8,9.6047,steel_frame,1.026,20.815,2.194,none
0.705,C4,hemispherical,1.932,74.708,59.9793,steel_frame,1.016,7.027,0.634,none
859.218,ANFO,cylindrical,915.927,11.813,1.2164,glazing_window,0.918,942.389,98.732,collapse
15.324,C4,cylindrical,27.292,13.707,4.5527,steel_frame,1.101,88.608,9.989,none
0.605,RDX,hemispherical,1.935,5.738,4.6049,glazing_window,0.787,81.613,4.51,minor
514.749,RDX,spherical,823.598,72.261,7.709,glazing_window,0.964,36.629,21.234,collapse
1.454,RDX,spherical,2.326,1.124,0.8487,masonry_wall,1.064,1747.731,24.102,minor
402.755,ANFO,cylindrical,429.337,2.81,0.3725,glazing_window,1.06,6082.214,283.579,collapse
88.872,C4,spherical,121.755,47.198,9.5227,rc_wall,0.928,25.745,8.985,none
1.376,RDX,spherical,2.202,178.483,137.1967,masonry_wall,0.928,8.702,0.716,none
74.72,C4,spherical,102.367,25.658,5.4849,glazing_window,1.063,54.814,13.264,severe
3.055,TNT,spherical,3.055,94.905,65.4037,steel_frame,1.187,8.664,0.954,none
0.625,TNT,hemispherical,1.25,122.881,114.0622,rc_wall,0.877,6.978,0.595,none
217.218,C4,cylindrical,386.866,1.661,0.228,rc_wall,0.856,14827.985,439.15,collapse
2.598,TNT,spherical,2.598,6.295,4.5787,steel_frame,1.054,76.661,4.156,none
1492.54,ANFO,hemispherical,2447.765,167.409,12.4219,rc_wall,1.009,15.62,20.184,none
1.799,RDX,spherical,2.878,1.182,0.831,glazing_window,1.071,1775.806,21.956,collapse
124.555,C4,hemispherical,341.281,144.521,20.6805,masonry_wall,0.975,8.825,7.479,none
201.04,C4,cylindrical,358.052,26.134,3.6804,rc_wall,1.035,119.376,30.632,none
230.268,RDX,cylindrical,478.958,80.999,10.3525,steel_frame,0.961,25.186,12.792,none
1202.838,C4,spherical,1647.888,3.035,0.257,glazing_window,1.17,12123.489,607.625,collapse
0.624,RDX,cylindrical,1.298,70.07,64.2286,rc_wall,0.936,7.882,0.536,none
288.485,ANFO,spherical,236.558,15.426,2.4942,glazing_window,1.17,263.25,37.158,collapse
56.757,TNT,cylindrical,73.784,43.696,10.4181,glazing_window,1.019,22.375,6.844,minor
169.307,TNT,cylindrical,220.099,51.911,8.5977,glazing_window,0.975,31.483,11.863,severe
94.202,ANFO,spherical,77.246,9.828,2.3076,glazing_window,1.046,280.921,25.123,collapse
343.152,ANFO,cylindrical,365.8,119.026,16.6429,masonry_wall,1.251,13.188,7.929,none
92.689,TNT,spherical,92.689,2.062,0.4555,rc_wall,1.046,5417.795,124.026,severe
18.924,ANFO,cylindrical,20.173,94.035,34.5433,glazing_window,1.073,7.613,1.981,none
360.566,TNT,cylindrical,468.735,3.288,0.4232,glazing_window,0.787,5484.907,265.135,collapse
1.885,ANFO,hemispherical,3.091,153.811,105.5839,rc_wall,0.797,8.389,0.783,none
9.026,ANFO,cylindrical,9.622,11.429,5.3737,steel_frame,0.885,51.254,6.47,none
1.047,C4,hemispherical,2.868,44.518,31.3339,masonry_wall,0.902,8.608,0.974,none
1187.359,TNT,cylindrical,1543.567,57.602,4.9842,masonry_wall,1.17,65.169,35.764,minor
1.315,TNT,spherical,1.315,3.174,2.8974,glazing_window,0.876,186.93,5.895,moderate
2.905,RDX,spherical,4.648,171.27,102.6249,rc_wall,0.936,8.575,0.885,none
30.287,ANFO,cylindrical,32.286,27.313,8.5777,glazing_window,1.266,24.037,6.015,minor
1.528,C4,spherical,2.094,12.912,10.0935,masonry_wall,1.071,22.415,2.708,none
12.96,ANFO,hemispherical,21.255,19.191,6.928,glazing_window,1.114,35.957,5.643,minor
12.236,ANFO,hemispherical,20.067,72.174,26.5594,steel_frame,1.022,7.933,2.296,none
977.95,TNT,cylindrical,1271.335,103.804,9.5821,masonry_wall,0.838,24.317,20.658,minor
15.977,ANFO,spherical,13.101,33.772,14.3258,masonry_wall,1.17,14.751,3.142,none
1.695,C4,hemispherical,4.646,3.872,2.3207,steel_frame,1.11,290.432,10.375,none
3.491,RDX,spherical,5.585,4.558,2.5692,rc_wall,1.207,180.782,12.472,none
6.635,C4,hemispherical,18.179,1.504,0.572,steel_frame,1.099,3271.399,48.954,moderate
45.693,TNT,cylindrical,59.4,29.731,7.6198,steel_frame,0.981,33.996,9.198,none
0.891,RDX,hemispherical,2.852,1.249,0.8805,masonry_wall,1.002,1782.768,24.19,minor
1.705,TNT,spherical,1.705,19.841,16.609,steel_frame,0.977,13.709,1.421,none
1138.741,TNT,spherical,1138.741,1.002,0.096,masonry_wall,1.094,16878.695,697.73,collapse
858.871,ANFO,cylindrical,915.557,13.22,1.3614,glazing_window,0.984,826.686,101.084,collapse
6.645,C4,spherical,9.103,2.162,1.0355,masonry_wall,1.024,1270.7,28.97,moderate
0.683,C4,spherical,0.936,1.139,1.1645,glazing_window,0.76,999.859,11.272,severe
54.122,RDX,cylindrical,112.573,51.438,10.653,glazing_window,0.978,21.28,8.352,moderate
1.123,ANFO,spherical,0.921,175.409,180.3158,rc_wall,1.078,6.43,0.58,none
14.697,TNT,hemispherical,29.394,103.617,33.5746,steel_frame,1.03,7.704,1.93,none
14.02,TNT,hemispherical,28.039,92.699,30.513,masonry_wall,1.13,8.574,2.372,none
6.731,TNT,cylindrical,8.751,103.223,50.0911,rc_wall,1.091,8.456,1.16,none
39.89,RDX,hemispherical,127.646,19.037,3.7809,glazing_window,0.895,107.279,19.255,collapse
3.08,TNT,spherical,3.08,3.002,2.0631,rc_wall,0.931,327.463,10.67,none
12.129,TNT,spherical,12.129,17.238,7.5026,masonry_wall,1.089,29.699,4.731,none
354.107,C4,spherical,485.127,4.049,0.5153,masonry_wall,0.943,4192.652,213.436,collapse
1.503,TNT,hemispherical,3.005,24.453,16.9446,glazing_window,1.165,14.161,1.484,none
11.423,TNT,cylindrical,14.85,19.607,7.9769,masonry_wall,1.031,27.91,5.266,none
3.684,C4,spherical,5.048,5.051,2.9447,masonry_wall,1.02,178.777,8.962,none
5.921,RDX,spherical,9.474,4.058,1.9178,steel_frame,1.003,373.858,17.599,none
11.977,ANFO,hemispherical,19.642,2.651,0.9827,steel_frame,0.971,1537.563,38.691,minor
158.466,TNT,hemispherical,316.932,2.347,0.3442,rc_wall,0.868,7823.45,271.268,collapse
715.201,TNT,hemispherical,1430.401,17.418,1.5459,glazing_window,0.89,634.957,96.324,collapse
31.549,ANFO,spherical,25.87,2.183,0.7382,steel_frame,1.013,2487.304,52.441,moderate
551.935,C4,cylindrical,982.997,1.185,0.1192,steel_frame,1.025,13680.722,709.971,collapse
242.253,C4,cylindrical,431.453,186.248,24.648,glazing_window,1.039,9.433,5.845,minor
109.478,RDX,spherical,175.165,142.968,25.5518,steel_frame,1.128,10.351,4.248,none
3.602,RDX,cylindrical,7.493,1.017,0.5195,masonry_wall,0.889,3960.922,53.522,severe
15.804,TNT,spherical,15.804,69.085,27.5294,glazing_window,0.863,8.325,1.705,none
12.772,TNT,cylindrical,16.603,73.912,28.9726,masonry_wall,0.973,9.585,1.907,none
41.86,ANFO,hemispherical,68.651,15.889,3.8803,rc_wall,0.992,107.941,14.043,none
70.099,ANFO,hemispherical,114.962,33.109,6.8092,glazing_window,1.022,40.323,12.501,severe
5.678,C4,cylindrical,10.112,3.956,1.8293,rc_wall,1.034,430.755,15.705,none
6.419,ANFO,spherical,5.263,58.048,33.3711,rc_wall,0.913,8.408,1.172,none
26.035,ANFO,spherical,21.348,40.679,14.6638,rc_wall,0.823,14.722,3.873,none
1685.366,C4,cylindrical,3001.636,1.351,0.0937,glazing_window,0.712,15388.022,956.808,collapse
64.298,RDX,cylindrical,133.74,5.622,1.0993,masonry_wall,0.987,993.273,63.243,collapse
3.213,RDX,cylindrical,6.683,7.658,4.0653,rc_wall,0.946,86.997,6.643,none
9.049,ANFO,spherical,7.42,7.809,4.0039,steel_frame,1.025,106.26,6.582,none
220.725,C4,cylindrical,393.11,57.211,7.8099,steel_frame,0.942,33.06,17.188,none
1737.024,C4,spherical,2379.723,1.159,0.0868,glazing_window,0.9,16649.602,993.501,collapse
1.336,ANFO,cylindrical,1.425,8.127,7.2226,steel_frame,0.851,33.227,2.869,none
0.671,C4,hemispherical,1.838,55.553,45.3547,masonry_wall,1.116,7.334,0.663,none
290.436,RDX,spherical,464.698,1.489,0.1922,rc_wall,1.047,18124.33,535.835,collapse
361.191,C4,hemispherical,989.662,3.213,0.3224,glazing_window,1.142,8418.598,403.838,collapse
27.091,C4,spherical,37.114,51.338,15.3906,steel_frame,1.144,13.379,4.014,none
526.307,TNT,hemispherical,1052.614,134.373,13.2096,glazing_window,0.994,15.747,17.145,severe
82.133,ANFO,cylindrical,87.553,9.374,2.1111,masonry_wall,0.869,355.491,32.764,moderate
1717.907,ANFO,cylindrical,1831.289,29.323,2.3968,glazing_window,0.97,254.73,81.829,collapse
3.244,TNT,spherical,3.244,79.642,53.8,glazing_window,0.962,6.895,0.77,none
3.011,ANFO,hemispherical,4.938,1.494,0.8773,rc_wall,1.061,1639.286,27.643,none
693.42,C4,cylindrical,1234.98,127.999,11.9303,masonry_wall,1.064,19.353,16.32,none
882.531,TNT,cylindrical,1147.29,1.234,0.1178,steel_frame,0.927,16747.535,736.739,collapse
27.907,RDX,cylindrical,58.047,1.456,0.3762,rc_wall,1.144,8823.911,113.601,severe
127.511,ANFO,spherical,104.559,105.452,22.3838,steel_frame,1.065,9.947,4.1,none
32.122,ANFO,hemispherical,52.68,19.888,5.3053,steel_frame,0.93,74.935,11.825,none
22.144,TNT,spherical,22.144,2.742,0.9766,masonry_wall,1.022,1185.284,38.32,moderate
169.193,RDX,hemispherical,541.418,9.054,1.1109,glazing_window,1.168,1113.006,94.549,collapse
206.459,ANFO,hemispherical,338.592,118.072,16.9404,rc_wall,1.037,13.827,7.511,none
4.165,C4,cylindrical,7.418,34.2,17.5361,rc_wall,0.92,11.288,1.863,none
96.131,C4,spherical,131.7,52.488,10.3165,steel_frame,1.179,21.012,9.342,none
6.268,ANFO,cylindrical,6.682,71.554,37.9895,masonry_wall,1.199,7.288,1.085,none
400.966,ANFO,spherical,328.792,14.465,2.0958,glazing_window,1.003,317.974,46.981,collapse
116.15,ANFO,cylindrical,123.816,2.04,0.4094,masonry_wall,0.929,5500.211,156.253,collapse
49.15,C4,cylindrical,87.536,111.016,25.0028,masonry_wall,1.263,8.196,3.984,none
4.421,TNT,hemispherical,8.842,128.629,62.2047,masonry_wall,0.903,8.675,0.952,none
344.875,RDX,hemispherical,1103.6,64.612,6.2523,masonry_wall,0.952,56.575,29.087,minor
3.581,RDX,hemispherical,11.46,6.075,2.6947,masonry_wall,1.066,198.215,11.477,none
1065.073,TNT,spherical,1065.073,69.635,6.8186,rc_wall,1.125,44.125,24.453,none
1.131,ANFO,hemispherical,1.855,12.587,10.2448,steel_frame,1.229,20.833,1.875,none
62.137,TNT,cylindrical,80.778,2.042,0.4723,glazing_window,0.954,4798.915,129.576,collapse
40.287,ANFO,hemispherical,66.071,32.917,8.1424,rc_wall,0.95,33.064,8.276,none
700.273,RDX,spherical,1120.437,3.493,0.3363,rc_wall,0.919,9854.154,399.76,collapse
15.187,RDX,hemispherical,48.599,1.265,0.3466,steel_frame,1.098,8074.845,168.423,collapse
1.455,TNT,hemispherical,2.91,10.241,7.1733,masonry_wall,1.057,39.006,3.415,none
176.809,RDX,hemispherical,565.787,79.983,9.6704,glazing_window,1.217,25.928,17.699,severe
143.694,C4,hemispherical,393.721,4.138,0.5646,masonry_wall,0.948,3810.757,198.854,collapse
20.22,C4,cylindrical,36.011,105.055,31.813,rc_wall,1.087,8.546,2.279,none
147.335,RDX,hemispherical,471.471,1.339,0.1721,glazing_window,1.1,16696.114,506.332,collapse
2.438,ANFO,cylindrical,2.599,43.993,31.9973,glazing_window,1.163,8.109,1.06,none
4.957,ANFO,hemispherical,8.13,3.815,1.8971,glazing_window,0.958,361.433,13.687,severe
1253.705,TNT,cylindrical,1629.817,14.519,1.2338,rc_wall,1.049,792.519,137.439,collapse
49.895,ANFO,hemispherical,81.827,2.998,0.6905,steel_frame,0.994,2483.091,87.026,severe
8.096,RDX,hemispherical,25.907,57.885,19.5627,steel_frame,1.006,11.135,2.906,none
157.012,RDX,cylindrical,326.584,1.397,0.2029,masonry_wall,1.057,14971.92,395.545,collapse
1.282,TNT,hemispherical,2.563,55.4,40.4812,masonry_wall,1.097,6.65,0.788,none
351.947,TNT,cylindrical,457.531,57.148,7.4164,masonry_wall,0.768,32.846,19.54,minor
111.853,RDX,hemispherical,357.931,6.899,0.9716,glazing_window,0.927,1510.08,100.844,collapse
0.522,RDX,cylindrical,1.086,10.262,9.985,glazing_window,1.096,22.715,1.843,none
3.846,C4,hemispherical,10.539,1.138,0.5192,glazing_window,1.106,4260.062,66.167,collapse
0.599,RDX,cylindrical,1.245,5.454,5.0693,masonry_wall,1.111,69.362,3.324,none
4.696,ANFO,cylindrical,5.006,82.295,48.1071,steel_frame,0.925,7.179,0.898,none
69.281,RDX,hemispherical,221.698,12.654,2.0907,masonry_wall,0.904,280.471,45.957,severe
33.461,RDX,cylindrical,69.6,1.201,0.2921,steel_frame,0.942,8435.752,173.241,collapse
9.931,TNT,cylindrical,12.91,15.423,6.5744,masonry_wall,1.176,37.413,6.253,none
419.582,RDX,cylindrical,872.73,3.676,0.3846,masonry_wall,1.096,7002.838,330.438,collapse
501.213,ANFO,hemispherical,821.989,6.945,0.7414,masonry_wall,1.187,2239.509,166.293,collapse
3.59,TNT,hemispherical,7.181,30.805,15.9673,steel_frame,1.165,13.675,2.307,none
2.612,TNT,hemispherical,5.225,4.813,2.7739,rc_wall,1.205,178.083,9.487,none
7.01,TNT,hemispherical,14.019,60.816,25.2219,steel_frame,1.058,10.074,1.813,none
0.541,ANFO,cylindrical,0.576,102.969,123.7223,masonry_wall,1.233,6.813,0.464,none
12.136,RDX,hemispherical,38.836,2.583,0.7628,glazing_window,1.004,2388.287,65.302,collapse
261.722,TNT,cylindrical,340.239,1.93,0.2765,masonry_wall,1.073,11115.752,319.165,collapse
25.026,ANFO,hemispherical,41.043,108.405,31.4271,glazing_window,1.081,8.559,2.254,none
40.823,ANFO,cylindrical,43.517,5.172,1.4703,glazing_window,0.916,698.927,36.942,collapse
408.842,RDX,hemispherical,1308.294,50.312,4.6001,glazing_window,1.112,84.526,39.831,collapse
418.058,RDX,spherical,668.892,2.699,0.3086,glazing_window,0.999,10137.753,373.847,collapse
14.176,ANFO,spherical,11.625,1.802,0.7955,glazing_window,1.176,1850.505,38.503,collapse
336.497,C4,hemispherical,922.001,14.591,1.4991,rc_wall,1.013,656.28,91.058,severe
1.853,RDX,hemispherical,5.928,7.573,4.1841,rc_wall,1.012,86.865,6.619,none
1224.031,TNT,spherical,1224.031,15.113,1.4128,steel_frame,1.251,547.398,113.562,severe
1351.523,TNT,cylindrical,1756.98,57.281,4.747,glazing_window,0.835,74.691,47.217,collapse
138.097,TNT,spherical,138.097,15.332,2.9661,glazing_window,1.126,188.387,27.012,collapse
1.431,RDX,spherical,2.29,26.7,20.2569,rc_wall,0.983,11.448,1.303,none
29.769,RDX,spherical,47.631,2.579,0.7116,steel_frame,1.037,2256.358,70.207,severe
457.503,C4,cylindrical,814.814,13.689,1.4657,masonry_wall,1.018,726.187,96.244,collapse
3.53,TNT,spherical,3.53,9.635,6.3279,rc_wall,1.061,45.204,3.723,none
1.475,ANFO,hemispherical,2.418,60.223,44.8656,glazing_window,0.865,8.033,0.816,none
1084.973,C4,hemispherical,2972.827,144.533,10.0518,rc_wall,0.918,24.639,23.609,none
162.862,ANFO,cylindrical,173.611,2.351,0.4215,steel_frame,1.065,5218.546,190.999,collapse
0.61,TNT,spherical,0.61,18.245,21.5107,steel_frame,0.982,9.698,0.856,none
51.152,RDX,hemispherical,163.687,5.53,1.011,masonry_wall,0.912,1377.844,70.38,collapse
28.265,RDX,hemispherical,90.449,4.984,1.1102,masonry_wall,0.998,1215.847,57.869,severe
10.971,RDX,spherical,17.554,1.996,0.7681,steel_frame,1.013,2002.961,44.244,moderate
0.569,C4,spherical,0.779,196.87,213.9382,rc_wall,0.964,7.731,0.46,none
14.747,C4,cylindrical,26.264,7.139,2.4017,steel_frame,1.005,248.152,19.31,none
40.37,ANFO,cylindrical,43.035,10.861,3.0992,masonry_wall,0.972,139.966,16.668,minor
97.064,C4,cylindrical,172.872,7.34,1.3176,steel_frame,0.845,789.289,56.492,severe
171.635,TNT,hemispherical,343.27,1.598,0.2282,glazing_window,1.126,15097.169,470.977,collapse
